Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status
Single,1st phase—general contingent,3,Communication Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,15.5,0,0,6,7,6,12.166666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,Yes,No,Yes,No,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,International student (bachelor),1,Advertising and Marketing Management,Daytime,Secondary education,Brazilian,Secondary Education,Secondary Education,Unskilled Workers,Service/Sales/Security,No,No,Yes,No,Male,No,18,Yes,0,6,6,4,11.25,0,0,6,7,3,12.333333333333334,0,8.9,1.4,3.51,Dropout
Single,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Bachelor’s Degree,Unskilled Workers,Administrative Staff,Yes,No,No,No,Male,No,23,No,10,15,24,12,11.0,0,10,14,21,11,11.363636363636363,1,7.6,2.6,0.32,Dropout
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Male,No,20,No,0,6,10,6,12.333333333333334,0,0,6,9,4,13.0,0,12.4,0.5,1.79,Graduate
Married,Change in course,2,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,46,No,4,9,18,8,11.375,2,0,5,11,5,11.8,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase—general contingent,1,Agronomy,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,No,No,No,Yes,Male,No,27,No,16,18,19,18,12.22222222222222,0,9,12,15,12,12.384615384615383,0,15.5,2.8,-4.06,Graduate
Single,1st phase—special contingent (Azores Island),1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Legislative/Executive Officers,Armed Forces,Yes,No,No,Yes,Male,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Enrolled
Married,Change in course,3,Social Service (evening attendance),Evening,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,41,No,5,9,11,9,12.0,0,3,7,8,6,12.0,0,9.4,-0.8,-3.12,Graduate
Single,International student (bachelor),1,Management,Daytime,Secondary education,Angolan,Secondary Education,Higher Education Degree,Personal Service Workers,Technicians & Professionals,No,No,Yes,Yes,Male,No,40,Yes,0,5,10,1,11.0,0,0,5,10,1,10.0,0,11.1,0.6,2.02,Enrolled
Married,Technological specialization diploma holders,1,Social Service (evening attendance),Evening,Technological specialization course,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,37,No,12,16,17,16,14.125,0,6,11,14,10,13.0,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,4,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Armed Forces,No,No,No,Yes,Male,No,20,No,0,5,8,5,10.2,0,0,5,7,5,11.2,0,12.4,0.5,1.79,Enrolled
Single,Technological specialization diploma holders,1,Equiniculture,Daytime,Technological specialization course,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.0,1,0,5,6,4,12.4,0,10.8,1.4,1.74,Enrolled
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education—degree (1st cycle),Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Legislative/Executive Officers,No,No,No,Yes,Female,No,26,No,8,9,11,9,12.333333333333334,0,4,7,7,7,12.571428571428571,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,54,No,4,9,9,9,14.333333333333334,0,2,7,7,7,13.857142857142858,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,5,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,15.166666666666666,0,0,6,9,6,14.0,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,20,No,0,6,8,6,15.142857142857142,0,0,6,8,6,15.142857142857142,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,6,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Unskilled Workers,Yes,No,No,Yes,Female,No,19,No,0,7,9,6,13.411428571428573,0,0,8,12,7,13.294444444444444,0,15.5,2.8,-4.06,Enrolled
Single,1st phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,12.333333333333334,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Machine Operators,Yes,No,No,Yes,Female,No,19,No,0,6,13,4,11.8,0,0,6,18,4,12.2,0,12.4,0.5,1.79,Enrolled
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Skilled Industry Workers,Yes,No,Yes,Yes,Female,No,22,No,2,6,9,6,12.0,0,1,6,12,3,12.0,0,13.9,-0.3,0.79,Dropout
Single,Change in course,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,19,No,0,6,7,6,15.0,0,0,6,8,6,15.625,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Bachelor’s Degree,Administrative Staff,Scientific Specialists,Yes,No,No,Yes,Female,No,21,No,6,12,12,8,13.875,0,4,11,13,9,12.7,1,8.9,1.4,3.51,Dropout
Single,2nd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Hospitality/Services Directors,Health Technicians,No,No,No,Yes,Female,No,20,No,0,7,9,6,11.833333333333334,0,0,7,7,6,14.333333333333334,0,11.1,0.6,2.02,Enrolled
Single,2nd phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.5,0,0,6,6,6,13.833333333333334,0,16.2,0.3,-0.92,Graduate
Single,2nd phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,15.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Administrative Staff,Yes,No,Yes,Yes,Female,No,20,No,0,6,10,2,11.666666666666666,0,0,6,10,4,10.5,0,15.5,2.8,-4.06,Dropout
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Machine Operators,No,No,No,Yes,Female,Yes,18,No,0,7,10,7,14.668,0,0,8,8,8,14.63375,0,15.5,2.8,-4.06,Graduate
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Legislative/Executive Officers,Technicians & Professionals,Yes,No,No,Yes,Female,No,18,No,0,8,9,6,13.345,2,0,8,9,6,13.345,2,9.4,-0.8,-3.12,Enrolled
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Unknown,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,20,No,0,6,7,5,12.8,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Legislative/Executive Officers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,19,No,0,6,10,6,10.833333333333334,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Legislative/Executive Officers,Scientific Specialists,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,5,14.0,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Female,No,18,No,0,8,8,7,14.537142857142856,0,0,8,8,7,14.537142857142856,0,10.8,1.4,1.74,Graduate
Single,1st phase—special contingent (Azores Island),3,Veterinary Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Student,Other Situation,No,No,Yes,Yes,Female,Yes,18,No,0,5,5,5,14.4,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase—general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Service/Sales/Security,Administrative Staff,Yes,No,No,Yes,Female,Yes,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
Single,2nd phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.833333333333334,0,11.1,0.6,2.02,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,No,No,No,No,Male,No,36,No,0,6,15,2,11.5,0,0,7,9,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Higher Edu Degree (1st cycle),Unskilled Workers,Scientific Specialists,No,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,3,Social Service,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Service/Sales/Security,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.0,0,0,6,6,5,13.6,0,8.9,1.4,3.51,Graduate
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Machine Operators,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.166666666666666,0,8.9,1.4,3.51,Graduate
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Machine Operators,Yes,No,No,Yes,Female,No,19,No,2,7,7,7,13.0,0,5,9,9,9,13.22222222222222,0,12.4,0.5,1.79,Graduate
Single,3rd phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Machine Operators,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,13.087142857142856,0,0,8,8,8,12.95,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,13.333333333333334,0,0,6,7,6,13.666666666666666,0,8.9,1.4,3.51,Graduate
Single,1st phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Technicians & Professionals,Skilled Industry Workers,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,12.166666666666666,0,0,6,10,4,12.75,0,10.8,1.4,1.74,Enrolled
Single,Short cycle diploma holders,1,Communication Design,Daytime,Professional higher technical course,Portuguese,Cannot read/write,Basic Education 3rd Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,No,No,Female,Yes,22,No,0,6,8,6,11.0,0,0,6,10,4,12.0,0,8.9,1.4,3.51,Enrolled
Single,1st phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Machine Operators,Yes,No,Yes,No,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,2nd phase—general contingent,4,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,13.6,0,0,5,6,5,12.2,0,8.9,1.4,3.51,Graduate
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,15.5,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,3,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Service/Sales/Security,Technicians & Professionals,No,No,No,Yes,Female,No,19,No,0,7,7,7,13.857142857142858,0,0,7,7,7,14.285714285714286,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Technicians & Professionals,Yes,No,Yes,Yes,Female,No,20,No,0,5,10,2,11.5,0,0,5,8,3,10.0,0,11.1,0.6,2.02,Enrolled
Single,2nd phase—general contingent,3,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.0,0,0,6,6,6,12.166666666666666,0,16.2,0.3,-0.92,Graduate
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Armed Forces,No,No,Yes,No,Female,No,23,No,0,6,10,6,14.0,0,0,6,11,4,13.0,0,11.1,0.6,2.02,Enrolled
Single,1st phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,20,No,0,4,4,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,1st phase—general contingent,5,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,11.166666666666666,0,0,6,9,6,11.5,0,12.4,0.5,1.79,Enrolled
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Administrative Staff,Yes,No,Yes,No,Female,Yes,22,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,2nd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,18,No,0,7,8,7,12.142857142857142,0,0,7,9,6,13.666666666666666,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.145714285714286,0,0,8,9,8,13.627777777777778,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Master’s Degree,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Female,No,18,No,0,7,7,7,14.45,0,0,8,9,8,14.144444444444444,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Higher Education Degree,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,18,No,0,7,7,7,15.714285714285714,0,0,7,7,7,15.0,0,11.1,0.6,2.02,Graduate
Single,Change in institution/course,1,Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,21,No,0,5,9,5,12.8,0,0,5,11,3,12.666666666666666,0,11.1,0.6,2.02,Enrolled
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Female,No,20,No,0,6,6,6,12.5,0,0,6,8,6,11.5,0,10.8,1.4,1.74,Enrolled
Single,1st phase—special contingent (Madeira Island),1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,No,No,Female,Yes,20,No,0,7,7,7,13.462857142857144,0,0,8,10,7,13.164285714285716,0,11.1,0.6,2.02,Enrolled
Single,1st phase—general contingent,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,2nd cycle general high school,Basic Edu 1st Cycle,Unskilled Workers,Other Situation,Yes,No,No,Yes,Female,No,25,No,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,18,No,0,5,10,5,12.0,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,Graduate
Single,1st phase—general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Other—11th Year,Basic Education 3rd Cycle,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Spanish,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,20,Yes,0,7,9,6,14.714285714285714,0,1,7,16,6,13.2,0,12.4,0.5,1.79,Enrolled
Single,1st phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,20,No,0,6,7,6,12.571428571428571,0,0,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate
Single,3rd phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,21,No,0,6,6,6,12.5,0,0,6,6,6,11.5,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,3,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,14.0,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,11.571428571428571,0,0,7,9,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
Single,1st phase—general contingent,3,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,15.833333333333334,0,0,6,6,6,15.333333333333334,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Graduate
Single,Change in course,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Technicians & Professionals,Service/Sales/Security,No,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Unknown,Higher Education Degree,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,No,20,No,0,6,8,6,11.666666666666666,0,0,6,10,6,11.0,0,13.9,-0.3,0.79,Dropout
Single,Over 23 years old,1,Social Service,Daytime,12th year—not completed,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Female,No,47,No,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Change in course,1,Equiniculture,Daytime,Secondary education,Spanish,Secondary Education,Higher Education Degree,Unskilled Workers,Scientific Specialists,No,No,Yes,Yes,Female,No,21,Yes,2,5,9,5,13.2,2,0,5,7,2,12.5,2,10.8,1.4,1.74,Enrolled
Married,Over 23 years old,1,Equiniculture,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Male,No,31,No,1,6,11,2,12.0,1,1,6,12,1,10.0,1,16.2,0.3,-0.92,Dropout
Married,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Other Situation,Service/Sales/Security,Yes,No,No,Yes,Male,No,46,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase—general contingent,3,Informatics Engineering,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Technicians & Professionals,Administrative Staff,Yes,No,No,Yes,Male,No,18,No,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,Enrolled
Single,2nd phase—general contingent,3,Informatics Engineering,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Technicians & Professionals,Administrative Staff,Yes,Yes,No,Yes,Male,No,19,No,0,5,10,3,13.333333333333334,0,0,5,9,4,10.75,0,8.9,1.4,3.51,Dropout
Single,Change in institution/course,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Health Technicians,Unskilled Industry/Transport,Yes,No,No,Yes,Male,No,23,No,0,7,11,5,12.414285714285713,0,0,7,13,2,13.5,0,8.9,1.4,3.51,Enrolled
Single,Technological specialization diploma holders,1,Equiniculture,Daytime,Technological specialization course,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Machine Operators,No,No,No,No,Male,No,22,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Technicians & Professionals,Armed Forces,Yes,No,No,Yes,Male,No,19,No,0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Brazilian,Higher Education Degree,Higher Education Degree,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Female,No,19,Yes,0,5,14,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Technicians & Professionals,Administrative Staff,No,No,No,No,Male,No,22,No,0,5,10,4,11.5,0,0,5,11,4,14.0,0,8.9,1.4,3.51,Enrolled
Single,Over 23 years old,1,Equiniculture,Daytime,Secondary education,Portuguese,Higher Education Degree,Unknown,Technicians & Professionals,Student,No,No,Yes,No,Male,No,29,No,0,5,11,0,0.0,4,0,5,6,0,0.0,1,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,14.016666666666666,0,0,7,7,6,14.016666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Unknown,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,18,No,0,6,9,5,11.4,0,0,6,8,5,10.8,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Machine Operators,Yes,No,Yes,No,Female,Yes,23,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education,Secondary Education,Care Workers,Science/Engineering Technicians,No,No,No,Yes,Female,No,34,No,0,5,12,5,10.4,0,0,5,11,5,12.0,0,12.4,0.5,1.79,Graduate
